coins
1
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
1 10
1 11
1 12
1 13
1 14
1 15
1 16
1 17
1 18
1 19
1 20
1 2 3
1 2 4
1 2 5
1 2 6
1 2 7
1 2 8
1 2 9
1 2 10
1 2 11
1 2 12
1 2 13
1 2 14
1 2 15
1 2 16
1 2 17
1 2 18
1 2 19
1 2 20
1 3 5
1 3 6
1 3 7
1 3 8
1 3 9
1 3 10
1 3 11
1 3 12
1 3 13
1 3 14
1 3 15
1 3 16
1 3 17
1 3 18
1 3 19
1 3 20
1 4 7
1 4 8
1 4 10
1 4 11
1 4 12
1 4 13
1 4 14
1 4 15
1 4 16
1 4 17
1 4 18
1 4 19
1 4 20
1 5 9
1 5 10
1 5 13
1 5 14
1 5 15
1 5 17
1 5 18
1 5 19
1 5 20
1 6 11
1 6 12
1 6 16
1 6 17
1 6 18
1 7 13
1 7 14
1 7 19
1 7 20
1 8 15
1 8 16
1 9 17
1 9 18
1 10 19
1 10 20
1 2 3 4
1 2 3 5
1 2 3 6
1 2 3 7
1 2 3 8
1 2 3 9
1 2 3 10
1 2 3 11
1 2 3 12
1 2 3 13
1 2 3 14
1 2 3 15
1 2 3 16
1 2 3 17
1 2 3 18
1 2 3 19
1 2 3 20
1 2 4 6
1 2 4 7
1 2 4 8
1 2 4 9
1 2 4 10
1 2 4 11
1 2 4 12
1 2 4 13
1 2 4 14
1 2 4 15
1 2 4 16
1 2 4 17
1 2 4 18
1 2 4 19
1 2 4 20
1 2 5 8
1 2 5 9
1 2 5 10
1 2 5 11
1 2 5 12
1 2 5 13
1 2 5 14
1 2 5 15
1 2 5 16
1 2 5 17
1 2 5 18
1 2 5 19
1 2 5 20
1 2 6 10
1 2 6 11
1 2 6 12
1 2 6 14
1 2 6 15
1 2 6 16
1 2 6 17
1 2 6 18
1 2 6 19
1 2 6 20
1 2 7 12
1 2 7 13
1 2 7 14
1 2 7 17
1 2 7 18
1 2 7 19
1 2 7 20
1 2 8 14
1 2 8 15
1 2 8 16
1 2 8 20
1 2 9 16
1 2 9 17
1 2 9 18
1 2 10 18
1 2 10 19
1 2 10 20
1 2 11 20
1 3 5 7
1 3 5 9
1 3 5 10
1 3 5 11
1 3 5 12
1 3 5 13
1 3 5 14
1 3 5 15
1 3 5 16
1 3 5 17
1 3 5 18
1 3 5 19
1 3 5 20
1 3 6 9
1 3 6 11
1 3 6 12
1 3 6 14
1 3 6 15
1 3 6 16
1 3 6 17
1 3 6 18
1 3 6 19
1 3 6 20
1 3 7 11
1 3 7 13
1 3 7 14
1 3 7 15
1 3 7 17
1 3 7 18
1 3 7 19
1 3 7 20
1 3 8 13
1 3 8 15
1 3 8 16
1 3 8 18
1 3 8 20
1 3 9 15
1 3 9 17
1 3 9 18
1 3 10 17
1 3 10 19
1 3 10 20
1 3 11 19
1 4 7 10
1 4 7 13
1 4 7 14
1 4 7 16
1 4 7 17
1 4 7 19
1 4 7 20
1 4 8 12
1 4 8 15
1 4 8 16
1 4 8 19
1 4 8 20
1 4 10 16
1 4 10 19
1 4 10 20
1 4 11 18
1 4 12 20
1 5 9 13
1 5 9 17
1 5 9 18
1 5 10 15
1 5 10 19
1 5 10 20
1 6 11 16
1 6 12 18
1 7 13 19
1 2 3 4 5
1 2 3 4 6
1 2 3 4 7
1 2 3 4 8
1 2 3 4 9
1 2 3 4 10
1 2 3 4 11
1 2 3 4 12
1 2 3 4 13
1 2 3 4 14
1 2 3 4 15
1 2 3 4 16
1 2 3 4 17
1 2 3 4 18
1 2 3 4 19
1 2 3 4 20
1 2 3 5 7
1 2 3 5 8
1 2 3 5 9
1 2 3 5 10
1 2 3 5 11
1 2 3 5 12
1 2 3 5 13
1 2 3 5 14
1 2 3 5 15
1 2 3 5 16
1 2 3 5 17
1 2 3 5 18
1 2 3 5 19
1 2 3 5 20
1 2 3 6 9
1 2 3 6 10
1 2 3 6 11
1 2 3 6 12
1 2 3 6 13
1 2 3 6 14
1 2 3 6 15
1 2 3 6 16
1 2 3 6 17
1 2 3 6 18
1 2 3 6 19
1 2 3 6 20
1 2 3 7 11
1 2 3 7 12
1 2 3 7 13
1 2 3 7 14
1 2 3 7 15
1 2 3 7 16
1 2 3 7 17
1 2 3 7 18
1 2 3 7 19
1 2 3 7 20
1 2 3 8 13
1 2 3 8 14
1 2 3 8 15
1 2 3 8 16
1 2 3 8 18
1 2 3 8 19
1 2 3 8 20
1 2 3 9 15
1 2 3 9 16
1 2 3 9 17
1 2 3 9 18
1 2 3 10 17
1 2 3 10 18
1 2 3 10 19
1 2 3 10 20
1 2 3 11 19
1 2 3 11 20
1 2 4 6 8
1 2 4 6 10
1 2 4 6 11
1 2 4 6 12
1 2 4 6 13
1 2 4 6 14
1 2 4 6 15
1 2 4 6 16
1 2 4 6 17
1 2 4 6 18
1 2 4 6 19
1 2 4 6 20
1 2 4 7 10
1 2 4 7 12
1 2 4 7 13
1 2 4 7 14
1 2 4 7 15
1 2 4 7 16
1 2 4 7 17
1 2 4 7 18
1 2 4 7 19
1 2 4 7 20
1 2 4 8 12
1 2 4 8 14
1 2 4 8 15
1 2 4 8 16
1 2 4 8 18
1 2 4 8 19
1 2 4 8 20
1 2 4 9 14
1 2 4 9 16
1 2 4 9 17
1 2 4 9 18
1 2 4 9 19
1 2 4 10 16
1 2 4 10 18
1 2 4 10 19
1 2 4 10 20
1 2 4 11 18
1 2 4 11 20
1 2 4 12 20
1 2 5 8 11
1 2 5 8 14
1 2 5 8 15
1 2 5 8 16
1 2 5 8 17
1 2 5 8 18
1 2 5 8 19
1 2 5 8 20
1 2 5 9 13
1 2 5 9 16
1 2 5 9 17
1 2 5 9 18
1 2 5 9 20
1 2 5 10 15
1 2 5 10 18
1 2 5 10 19
1 2 5 10 20
1 2 5 11 17
1 2 5 11 20
1 2 5 12 19
1 2 6 10 14
1 2 6 10 18
1 2 6 10 19
1 2 6 10 20
1 2 6 11 16
1 2 6 11 20
1 2 6 12 18
1 2 7 12 17
1 2 7 13 19
1 2 8 14 20
1 3 5 7 9
1 3 5 7 11
1 3 5 7 13
1 3 5 7 14
1 3 5 7 15
1 3 5 7 16
1 3 5 7 17
1 3 5 7 18
1 3 5 7 19
1 3 5 7 20
1 3 5 9 13
1 3 5 9 15
1 3 5 9 17
1 3 5 9 18
1 3 5 9 19
1 3 5 10 15
1 3 5 10 17
1 3 5 10 19
1 3 5 10 20
1 3 5 11 17
1 3 5 11 19
1 3 5 12 19
1 3 6 9 12
1 3 6 9 15
1 3 6 9 17
1 3 6 9 18
1 3 6 9 20
1 3 6 11 16
1 3 6 11 19
1 3 6 12 18
1 3 7 11 15
1 3 7 11 19
1 3 7 13 19
1 3 8 13 18
1 4 7 10 13
1 4 7 10 16
1 4 7 10 19
1 4 7 10 20
1 4 7 13 19
1 4 8 12 16
1 4 8 12 20
1 5 9 13 17
1 5 10 15 20
1 2 3 4 5 6
1 2 3 4 5 7
1 2 3 4 5 8
1 2 3 4 5 9
1 2 3 4 5 10
1 2 3 4 5 11
1 2 3 4 5 12
1 2 3 4 5 13
1 2 3 4 5 14
1 2 3 4 5 15
1 2 3 4 5 16
1 2 3 4 5 17
1 2 3 4 5 18
1 2 3 4 5 19
1 2 3 4 5 20
1 2 3 4 6 8
1 2 3 4 6 9
1 2 3 4 6 10
1 2 3 4 6 11
1 2 3 4 6 12
1 2 3 4 6 13
1 2 3 4 6 14
1 2 3 4 6 15
1 2 3 4 6 16
1 2 3 4 6 17
1 2 3 4 6 18
1 2 3 4 6 19
1 2 3 4 6 20
1 2 3 4 7 10
1 2 3 4 7 11
1 2 3 4 7 12
1 2 3 4 7 13
1 2 3 4 7 14
1 2 3 4 7 15
1 2 3 4 7 16
1 2 3 4 7 17
1 2 3 4 7 18
1 2 3 4 7 19
1 2 3 4 7 20
1 2 3 4 8 12
1 2 3 4 8 13
1 2 3 4 8 14
1 2 3 4 8 15
1 2 3 4 8 16
1 2 3 4 8 17
1 2 3 4 8 18
1 2 3 4 8 19
1 2 3 4 8 20
1 2 3 4 9 14
1 2 3 4 9 15
1 2 3 4 9 16
1 2 3 4 9 17
1 2 3 4 9 18
1 2 3 4 9 19
1 2 3 4 9 20
1 2 3 4 10 16
1 2 3 4 10 17
1 2 3 4 10 18
1 2 3 4 10 19
1 2 3 4 10 20
1 2 3 4 11 18
1 2 3 4 11 19
1 2 3 4 11 20
1 2 3 4 12 20
1 2 3 5 7 9
1 2 3 5 7 11
1 2 3 5 7 12
1 2 3 5 7 13
1 2 3 5 7 14
1 2 3 5 7 15
1 2 3 5 7 16
1 2 3 5 7 17
1 2 3 5 7 18
1 2 3 5 7 19
1 2 3 5 7 20
1 2 3 5 8 11
1 2 3 5 8 13
1 2 3 5 8 14
1 2 3 5 8 15
1 2 3 5 8 16
1 2 3 5 8 17
1 2 3 5 8 18
1 2 3 5 8 19
1 2 3 5 8 20
1 2 3 5 9 13
1 2 3 5 9 15
1 2 3 5 9 16
1 2 3 5 9 17
1 2 3 5 9 18
1 2 3 5 9 19
1 2 3 5 9 20
1 2 3 5 10 15
1 2 3 5 10 17
1 2 3 5 10 18
1 2 3 5 10 19
1 2 3 5 10 20
1 2 3 5 11 17
1 2 3 5 11 19
1 2 3 5 11 20
1 2 3 5 12 19
1 2 3 6 9 12
1 2 3 6 9 15
1 2 3 6 9 16
1 2 3 6 9 17
1 2 3 6 9 18
1 2 3 6 9 19
1 2 3 6 9 20
1 2 3 6 10 14
1 2 3 6 10 17
1 2 3 6 10 18
1 2 3 6 10 19
1 2 3 6 10 20
1 2 3 6 11 16
1 2 3 6 11 19
1 2 3 6 11 20
1 2 3 6 12 18
1 2 3 6 13 20
1 2 3 7 11 15
1 2 3 7 11 19
1 2 3 7 11 20
1 2 3 7 12 17
1 2 3 7 13 19
1 2 3 8 13 18
1 2 3 8 14 20
1 2 4 6 8 10
1 2 4 6 8 12
1 2 4 6 8 14
1 2 4 6 8 15
1 2 4 6 8 16
1 2 4 6 8 17
1 2 4 6 8 18
1 2 4 6 8 19
1 2 4 6 8 20
1 2 4 6 10 14
1 2 4 6 10 16
1 2 4 6 10 18
1 2 4 6 10 19
1 2 4 6 10 20
1 2 4 6 11 16
1 2 4 6 11 18
1 2 4 6 11 20
1 2 4 6 12 18
1 2 4 6 12 20
1 2 4 6 13 20
1 2 4 7 10 13
1 2 4 7 10 16
1 2 4 7 10 18
1 2 4 7 10 19
1 2 4 7 10 20
1 2 4 7 12 17
1 2 4 7 12 20
1 2 4 7 13 19
1 2 4 8 12 16
1 2 4 8 12 20
1 2 4 8 14 20
1 2 4 9 14 19
1 2 5 8 11 14
1 2 5 8 11 17
1 2 5 8 11 20
1 2 5 8 14 20
1 2 5 9 13 17
1 2 5 10 15 20
1 2 6 10 14 18
1 3 5 7 9 11
1 3 5 7 9 13
1 3 5 7 9 15
1 3 5 7 9 17
1 3 5 7 9 18
1 3 5 7 9 19
1 3 5 7 9 20
1 3 5 7 11 15
1 3 5 7 11 17
1 3 5 7 11 19
1 3 5 7 13 19
1 3 5 9 13 17
1 3 5 10 15 20
1 3 6 9 12 15
1 3 6 9 12 18
